,GroupeEtMention,Titre,Date,Nom du contact,orga du contact,Url,Children,Parent,Fcats,BroAndSisters
54, Zone atelier environnementale urbaine,DONNEE : Scan historique du secteur de l'île du Rohrschollen - 1872 - Strasbourg,2018-11-16T14:49:35,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']",['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-1872_Carte_LIVE_Rohrschollen_L1'],[],[],[],[]
55, Zone atelier bassin du Rhône,Inventaire des irrigants sur le département du Jura,2012-09-11T12:30:54,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
56, Zone atelier Pyrénées Garonne,"Données annuelles d'évaluation des taux de prédation de ravageurs au moyen de cartes de proies,dans lesparcelles de grandes cultures du réseau SEBIOPAG de 2014 à 2019",,['Laurent Burnel'],"['INRAE, UMR DYNAFOR']","['http://dx.doi.org/10.15454/G3ERWZ', 'http://dx.doi.org/10.1098/rspb.2018.2898', 'https://royalsocietypublishing.org/doi/suppl/10.1098/rspb.2018.2898']",[],[],"['http://147.100.164.43:8080/geonetwork/srv/eng/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=SEBIOPAG_2014-2019_Saisie_Predation_Toulouse_dsd']",[]
57, Zone atelier Brest Iroise,MNT du tombolo du Bindy (rade de Brest) en janvier 2013,2019-02-11T13:02:55Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/bfc26f6f-6047-47d5-ad2e-917821ea2da1/attachments/MNT_BINDY_2013_01_L93.zip', 'https://cat.indores.fr/geonetwork/srv/api/records/bfc26f6f-6047-47d5-ad2e-917821ea2da1/attachments/MNT_BINDY_2013_01_L93.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/bfc26f6f-6047-47d5-ad2e-917821ea2da1/attachments/SEMIS_BINDY_2013_01_L93.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/bfc26f6f-6047-47d5-ad2e-917821ea2da1/attachments/Bindy_PC.pdf', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
58, Zone atelier bassin du Rhône,Recensement horticole en Languedoc-Roussillon,2012-08-02T12:02:15,[],"[""Service Central des enquêtes et Etudes Statistiques du ministère de l'agriculture""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
59, Zone atelier Armorique,"Occupation du sol (site Pleine-Fougères, 2001) - Zone Atelier Armorique ZAAr",2018-06-14T14:50:56,['nabucet jean'],['LETG-Rennes Costel'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=870903a7-3b9c-4d1a-9f09-073e092b8875']",[]
60, Zone atelier bassin du Rhône,Suivi de la qualité des eaux de l'Ardières à la station du Pont de Pizay,2019-06-28T16:52:04,['Véronique GOUY'],['IRSTEA'],['https://saam.irstea.fr/'],[],[],[],[]
61, Zone Atelier Seine,,2020-02-05T10:42:53,['Laurence LESTEL'],['Sorbonne Université - UMR 7619 Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
62, Zone atelier environnementale urbaine,DONNEE : Occupation du sol de l'île du Rohrschollen - 1949 - Strasbourg,2018-11-16T15:10:58,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']",['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-1949_Carte_LIVE_Rohrschollen_L1'],[],[],[],[]
63, Zone atelier Brest Iroise,Accessibilité des parcelle cadastrales du Pays de Brest depuis la mairie du Conquet en 1952,2016-06-21T11:06:50,['Thibault Goriaud'],['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/63cf34f8-ed54-4767-805c-a432d2c8e2e6/attachments/30min_Le_conquet_parcelle.zip', 'https://portail.indigeo.fr/geoserver/wms', 'https://portail.indigeo.fr/geoserver/wfs']",[],[],[],[]
64, Zone atelier bassin du Rhône,Suivi du peuplement en algues et phanérogames de l'étang de Berre,2012-08-09T14:33:57,[],"[""GIP de Réhabilitation de l'Etang de Berre""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
65, Zone atelier Brest Iroise,Levé SMF Banc du Caro (octobre 2008),2019-02-11T18:15:53Z,"[""France Floc'h""]",['IUEM - Institut Universitaire Européen de la Mer'],['https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wcs'],[],[],[],[]
66, Zone atelier bassin du Rhône,Recensement des zones vulnérables sur le bassin Rhône-Méditerranée-Corse,2012-08-02T11:59:55,['DIREN'],['DIREN'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
67, Zone atelier bassin du Rhône,Instructions de la police de l'eau dans le département de l'Ardèche,2012-09-11T12:21:11,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
68, Zone atelier Brest Iroise,Patrimoine culturel sur Ouessant - Molène et Sein,2020-12-18T15:06:34Z,['Marie Hascoet'],['Zone Atelier Brest-Iroise (ZABrI)'],"['https://cat.indores.fr/geonetwork/srv/api/records/dbda0bc6-a8a7-463f-bf06-84515ae42a28/attachments/Ouessant.zip', 'https://cat.indores.fr/geonetwork/srv/api/records/dbda0bc6-a8a7-463f-bf06-84515ae42a28/attachments/Sein.zip', 'https://cat.indores.fr/geonetwork/srv/api/records/dbda0bc6-a8a7-463f-bf06-84515ae42a28/attachments/molene.zip', 'https://cat.indores.fr/geonetwork/srv/api/records/dbda0bc6-a8a7-463f-bf06-84515ae42a28/attachments/Tableurs_inventaire_Ouessant-Molene-Sein.zip']",[],[],[],[]
69, Zone atelier bassin du Rhône,Suivi de l'activité de conchyliculture sur l'étang de Thau,2012-08-08T18:20:44,[],['DIDAM Hérault et Gard'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
70, Zone atelier Armorique,"Image Thermique drone (La Timbertière,2020-07-07) - Zone Atelier Armorique ZAAr",2022-09-01T14:29:34,['Thomas Houet'],['LETG UMR 6554 CNRS'],"['https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_07_07_thermique&format=image/geotiff']",[],"['https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_25_dsm&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_25_rgb&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/wms ', 'https://portail.indigeo.fr/geoserver/D2T/wcs ', 'https://portail.indigeo.fr/geoserver/D2T/wcsservice=WCS&version=2.0.1&request=GetCoverage&CoverageId=timbertiere_2020_07_07_dsm&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/wms ', 'https://portail.indigeo.fr/geoserver/D2T/wcs ', 'https://portail.indigeo.fr/geoserver/D2T/wcsservice=WCS&version=2.0.1&request=GetCoverage&CoverageId=timbertiere_2020_05_07_rgb&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/wms ', 'https://portail.indigeo.fr/geoserver/D2T/wcs ', 'https://portail.indigeo.fr/geoserver/D2T/wcsservice=WCS&version=2.0.1&request=GetCoverage&CoverageId=timbertiere_2020_07_07_rgb&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_25_thermique2&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_25_thermique1&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_07_dsm&format=image/geotiff ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WMS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS ', 'https://portail.indigeo.fr/geoserver/D2T/owsservice=WCS&request=GetCoverage&version=2.0.1&CoverageId=timbertiere_2020_05_07_thermique&format=image/geotiff']",[],['https://doi.org/10.35110/57833b75-9ed7-4e03-8673-4c48ea7d2159']
71, Zone atelier Brest Iroise,MNT de l’anse de Troaon (rade de Brest) en février 2008,2019-02-07T16:18:55Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/e1af14ea-ab27-4d1c-857d-9d132caecb38/attachments/TROA_2008_02_13.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/e1af14ea-ab27-4d1c-857d-9d132caecb38/attachments/TROA_2008_02_13.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/e1af14ea-ab27-4d1c-857d-9d132caecb38/attachments/TROA_2008_02_13_LR.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/e1af14ea-ab27-4d1c-857d-9d132caecb38/attachments/Erreurs_mesures_Troaon.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/e1af14ea-ab27-4d1c-857d-9d132caecb38/attachments/MNT_TROAON_2008_02_L1.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
72, Zone atelier bassin du Rhône,Recensement des prises d'eau hydroélectriques de la DR8 du CSP,2012-08-02T11:50:49,"[""Agence de L'Eau""]","[""Agence de l'Eau""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
73, Zone atelier bassin du Rhône,Réseau de suivi piézométrique de la nappe de la Vistrenque,2012-08-07T15:05:39,[],['D.I.R.E.N. Languedoc-Roussillon'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
74, Zone atelier bassin du Rhône,Images aériennes thermiques et visibles de la Bléone (2010-2011),2019-07-26T11:47:54,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/index.htm', 'https://www.researchgate.net/publication/278300878_Etude_multi-echelle_de_la_temperature_de_surface_des_cours_d%27eau_par_imagerie_infrarouge_thermique_Exemples_dans_le_bassin_du_Rhone', 'https://www.researchgate.net/publication/258791670_Prediction_of_water_temperature_heterogeneity_of_braded_rivers_using_very_high_resolution_thermal_infrared_TIR_images', 'http://www.graie.org/zabr/zabrdoc/AccordCadre-fiches/2011/Synthese_B11_2011.pdf']",[],[],[],[]
75, Zone atelier bassin du Rhône,Composition et structure de la végétation ligneuse dans les casiers Girardon des Vieux Rhône (2014),2018-05-03T09:53:18Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vr.org/', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2014/13_WEB_Stella_OHMVR_2015.pdf']",[],[],[],[]
76, Zone Atelier Seine,,2020-01-29T08:45:30,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
77, Zone atelier Brest Iroise,Île de Sein - Emprise du bâti en 2014,2021-09-30T13:36:52Z,['Iwan Le Berre'],['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wfs', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wfs', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wfs', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wfs', 'https://cat.indores.fr/geonetwork/srv/api/records/daba5549-aeb2-43c5-8cc7-375fdeefeb14/attachments/Bati_final.zip']",[],[],[],[]
78, Zone atelier Armorique,"Relevés d'insectes pollinisateurs en parcelles agricoles FARMLAND (Ille-et-Vilaine, 2013-2014) - Zone Atelier Armorique ZAAr",2021-03-19T11:00:52,"['Georges Romain', 'Bertrand Colette', 'Françoise Burel', 'Françoise Le Moal']",['ECOBIO UMR 6553 CNRS Université de Rennes 1BAGAP UMR 0980 INRAE Agrocampus Ouest ESAECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1Zone Atelier Armorique (ZAAr)'],"['https://www.osuris.fr/geoserver/ecobio/wms', 'https://doi.org/10.1111/1365-2664.13585']",[],[],[],[]
79, Zone atelier bassin du Rhône,Inventaire des terrains du Conservatoire du littoral et des rivages lacustres Languedoc-Roussillon,2012-09-11T12:34:49,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
80, Zone Atelier Seine,,2020-02-05T14:20:47,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
81, Zone atelier Armorique,"Relevés de carabes dans les haies (Pleine-Fougères, 2001-2002) - Zone Atelier Armorique ZAAr",2021-03-19T09:28:37,['Stéphanie Aviron'],['BAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['https://doi.org/10.1016/j.agee.2005.02.004'],[],[],[],[]
82, Zone atelier Brest Iroise,MNT du Loc’h de Landévennec en novembre 2005,2019-02-11T11:07:37Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/2f65f54d-8f0d-4d23-b267-f7c62995a2ae/attachments/SEMIS_LOCH_2005_11_L2E.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/2f65f54d-8f0d-4d23-b267-f7c62995a2ae/attachments/MNT_LOCH_2005_11_L2E.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/2f65f54d-8f0d-4d23-b267-f7c62995a2ae/attachments/MNT_LOCH_2005_11_L2E.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
83, Zone atelier bassin du Rhône,Corpus d'articles de La Provence sur le fleuve Rhône (mi 2003-2012),2017-06-22T13:05:43Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vr.org/', 'https://tel.archives-ouvertes.fr/tel-01238033/document', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2013/8.Honegger_ficheCOS.pdf']",[],[],[],[]
84, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 2006) - Zone Atelier Armorique ZAAr",2018-06-14T15:44:16,['nabucet jean'],['LETG-Rennes Costel'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=870903a7-3b9c-4d1a-9f09-073e092b8875']",[]
85, Zone Atelier Seine,,2020-01-31T15:09:31,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
86, Zone atelier Armorique,"Echantillonnage d'auxiliaires généralistes (araignées) sur 24 parcelles de céréales (Zone Atlier Armorique, Pleine-Fougères, 2014) - ZAAr",2019-07-03T11:13:04,"['Colette Bertrand', 'Jacques Baudry']","['INRA Unité SAD-Paysage', 'INRA Unité SAD-Paysage']",['http://www.osuris.org/geoserver/ecobio/wms'],[],[],[],[]
87, Zone atelier environnementale urbaine,DONNEE : Occupation du sol de l'île du Rohrschollen - 1926 - Strasbourg,,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']",['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-1926_Carte_LIVE_Rohrschollen_L1'],[],[],[],[]
88, Zone atelier Brest Iroise,MNT du Sillon des Anglais en juin 2011,2019-02-08T15:45:18Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/ee44f357-bacf-44c2-8f95-90fa9169c5fa/attachments/Anglais_JUIN_2011_total_blanked.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/ee44f357-bacf-44c2-8f95-90fa9169c5fa/attachments/Anglais_Juin_11_TOTAL.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/ee44f357-bacf-44c2-8f95-90fa9169c5fa/attachments/Anglais_LR_JUIN_2011_TOTAL.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/ee44f357-bacf-44c2-8f95-90fa9169c5fa/attachments/MNT_ANGLAIS_2011_06_L2E.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
89, Zone atelier bassin du Rhône,Controle Police de l'Eau (DDE 90),2012-09-04T10:51:45,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
90, Zone atelier Armorique,"Image MODELE drone (Marais de Sougéal, MODELE) - Zone Atelier Armorique ZAAr",2019-07-03T11:40:10,"['Emilien ALVAREZ-VANHARD', 'Alban THOMAS']",['LETG-RENNES UMR 6554 CNRS Université de Rennes 2LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://bretagne.kalideos.fr/drupal/fr/api/search'],[],[],[],[]
91, Zone atelier bassin du Rhône,Réseau Hydrométéorologique d'EDF-DTG,2012-08-07T13:09:15,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
92, Zone atelier Brest Iroise,"Zones d'alimentation des couples de craves à bec rouge, Ouessant (2003)",2019-01-29T14:32:35Z,['Mathias ROUAN'],['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/wms', 'https://portail.indigeo.fr/geoserver/wfs']",[],[],[],[]
93, Zone atelier bassin du Rhône,Réseau patrimonial de suivi quantitatif des eaux souterraines du bassin Rhône-Méditerranée-Corse,2012-08-08T17:23:03,['DIREN'],['DIREN'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
94, Zone atelier Armorique,"Etude des communautés de petits mammifères (rongeurs et insectivores) (haies de la Zone Atelier Armorique, polders de la Baie du Mont Saint Michel, 2003-2004) - Zone Atelier Armorique ZAAr",2019-07-01T17:31:03,"['Alain Butet', 'Françoise Le-Moal', 'Nadia Michel']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1UMR 1121 Laboratoire Agronomie et Environnement'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
95, Zone atelier Alpes,Observation de la renouée dans les Alpes du Nord,2017-10-10T20:12:19,[],[],['https://data.irstea.fr/geonetwork/srv/api/records/e64e2bfe-b75c-4a53-834e-727b0b8c3e07/attachments/observatoire_renouee_Irstea.kml'],[],[],[],[]
96, Zone atelier Alpes,ANDROSACE Functional Alpine flora traits database,2023-05-26T13:28:57.957Z,['RENAUD Julien'],['LECA'],['https://originalps.osug.fr'],[],[],[],[]
97, Zone atelier Armorique,"Image PLEIADE (Rennes, 07/07/2017) - Zone Atelier Armorique ZAAr",2018-07-03T16:18:57,['Thomas Houet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://bretagne.kalideos.fr/drupal/fr/mapshup_page'],[],[],[],[]
98, Zone atelier Armorique,"Suivis de carabes en cultures SEBIOPAG (sud Ille et Vilaine, 2014 -...) - Zone Atelier Armorique ZAAr",2021-03-26T13:03:15Z,"['Stephanie Aviron', 'Audrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESABAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
99, Zone atelier Pyrénées Garonne,"Nippes - Haïti - 2020, Land Cover Map at high spatial resolution",2022-05-17T17:30:02Z,"['Stephane Dupuy', 'Stephane Dupuy', 'Stephane Dupuy']","['CIRAD - UMR TETIS', 'CIRAD - UMR TETIS', 'CIRAD - UMR TETIS']",['https://doi.org/10.18167/DVN1/ZAN2WN'],[],[],[],[]
100, Zone atelier bassin du Rhône,Activités en Radon-222 des sources alimentant la Cèze entre Tahraux et la Bastide,2019-06-26T11:19:19,['Olivier RADAKOVITCH'],['IRSN'],['https://cat.indores.fr/geonetwork/srv/api/records/6b1adf8b-a28b-4667-8256-f2abb228951f/attachments/activités 222Rn dans sources Cèze - Radakovitch'],[],[],[],[]
101, Zone atelier arc jurassien,"Pollen analysis - Fontenu (F-39), Lac de Chalain, stations 13, 14, 15 (BZF III/BZF IV)",2017-01-31,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://institutions.ville-geneve.ch/fr/mhn/frontpage/revue-de-paleobiologie/', 'http://www.sudoc.fr/041165667 Collection: PollenChrono']",[],[],[],[]
102, Zone atelier bassin du Rhône,Emprise actuelle des casiers Girardon des Vieux Rhône (2010-2015),2024-09-16T16:35:27.161321Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vr.org/', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2013/5.Raepple_ficheCOS.pdf', 'http://onlinelibrary.wiley.com/doi/10.1002/hyp.10361/abstract']","['http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2013/5.Raepple_ficheCOS.pdf ', 'http://ohm-vr.org/ ', 'http://onlinelibrary.wiley.com/doi/10.1002/hyp.10361/abstract']",[],[],[]
