createDate,location,groupPublished,Org,format,uuid,"resourceTitleObject.default",recordOwner,"cl_status.default","cl_topic.default","cl_accessConstraints.default","cl_hierarchyLevel.default","keywordType-.default","keywordType-discipline.default","keywordType-location.default","keywordType-place.default","keywordType-stratum.default","keywordType-temporal.default","keywordType-theme.default","otherKeywords-theme.default","th_AGROVOC.default","th_anaee-france_locations.default","th_anaeeThes.default","th_Autre.default","th_Biodiversite_tree.default","th_Biodiversite.default","th_Continentscountriessearegionsoftheworld.default","th_envthes.default","th_ENVTHES.default","th_external-place-departements.default","th_external-place-ore.default","th_external-place-thematiques.default","th_external-theme-gemet.default","th_gemet_tree.default","th_gemet.default","th_GEMETinspirethemes-version1-0.default","th_geobretagne.default","th_Groupthemes.default","th_httpinspireeceuropaeuapplicationschema-applicationschema.default","th_httpinspireeceuropaeutheme-theme_tree.default","th_httpinspireeceuropaeutheme-theme.default","th_inspire-service-taxonomy.default","th_INSPIRE.default","th_INSPIREthemes.default","th_loterre-BHL.default","th_OPENDATA.default","th_otherKeywords-.default","th_otherKeywords-discipline.default","th_otherKeywords-place.default","th_otherKeywords-stratum.default","th_otherKeywords-temporal.default","th_otherKeywords-theme.default","th_prodige.default","th_RegionFR_2017_tree.default","th_RegionFR_2017.default","th_RegionFR.default","th_regions_tree.default","th_regions.default","th_reseaudeszonesateliers.default","th_rza.default"
"Nov 29, 2021 @ 17:10:18.000","{
  ""coordinates"": [
    2.4595970000000005,
    46.2180115
  ],
  ""type"": ""Point""
}",all,"UMR6554 LETG CNRS","ESRI Shapefile","c70d7911-79eb-4737-b456-2754756d647e","Chaire maritime - Ports de commerce","Amandine Henon","Mise à jour continue","Sciences de la terre, géosciences","Autres restrictions","Jeu de données","-","-","-","France, Hauts-de-France, Bretagne, Nouvelle Aquitaine, Occitanie, Provence-Alpes-Côte d'Azur, Normandie, Corse","-","-","couverture spatiale (SIG), transport maritime, port, Caractéristiques géographiques océanographiques","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","couverture spatiale (SIG), transport maritime, port","-","-","-","-","-","Caractéristiques géographiques océanographiques","-","-","-","-","-","-","-","-","-","-","-","-","régions, régions^Bretagne, régions^Corse, régions^Hauts-de-France, régions^Normandie, régions^Nouvelle Aquitaine, régions^Occitanie, régions^Provence-Alpes-Côte d'Azur","Hauts-de-France, Bretagne, Nouvelle Aquitaine, Occitanie, Provence-Alpes-Côte d'Azur, Normandie, Corse","-","EEA32 (2006-2013), EEA32 (2006-2013)^France, EEA32 (from 2020), EEA32 (from 2020)^France, EEA33 (2013-2020), EEA33 (2013-2020)^France, EEA38 (from 2020), EEA38 (from 2020)^France, EEA39, EEA39^France, EU12, EU12^France, EU15, EU15^France, EU25, EU25^France, EU27 (2007-2013), EU27 (2007-2013)^France, EU27 (from 2020), EU27 (from 2020)^France, EU28 (2013-2020), EU28 (2013-2020)^France, Europe, Europe^France",France,"-","-"
"Nov 19, 2021 @ 10:27:07.000","{
  ""coordinates"": [
    -2.8275154999999996,
    48.0006385
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRA - Agrocampus Ouest",GeoTIFF,"c199a6d9-6b85-4aee-9793-dde0b384b757","MNT à 25 mètres de résolution (BD Alti) de Naizin","Amandine Henon","Finalisé","Altimétrie","Autres restrictions","Jeu de données","-","-","-","France, France","-","-","ORE AgrHys, MNT, BD Alti, Données ouvertes, Altitude, Altimétrie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Altitude,"-","-","-","-","-","-","-","-","-","-","ORE AgrHys, MNT, BD Alti, Données ouvertes","-","-","-","-","-","-","-","-"
"Nov 16, 2021 @ 14:00:25.000","{
  ""coordinates"": [
    -4.55375,
    48.2025
  ],
  ""type"": ""Point""
}",all,"UMR 6538 Geo-Ocean","ASC, GeoTIFF","092918bf-dfb1-4d8e-805b-6bd420158160","Suivi topo-morphologique par photogrammétrie drone des plages enclavées adjacentes de La Palue et de Lostmarc'h (Crozon, Finistère)","Amandine Henon","Mise à jour continue","Sciences de la terre, géosciences","Autres restrictions","Jeu de données","-","-","-","Bretagne, Finistère, Crozon","-","-","Profil de plage, Modèle Numérique de Terrain, Suivi côtier, Orthoimage, Ortho-imagerie, Altitude","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Altitude, Ortho-imagerie","Ortho-imagerie, Altitude","-","-","-","-","-","-","-","Bretagne, Finistère, Crozon","-","-","Profil de plage, Modèle Numérique de Terrain, Suivi côtier, Orthoimage","-","-","-","-","-","-","-","-"
"Nov 12, 2021 @ 16:35:48.000","{
  ""coordinates"": [
    -1.1086735,
    48.523795
  ],
  ""type"": ""Point""
}",all,"UMR 1069 SAS INRA - Agrocampus Ouest","-","d527fceb-9033-412c-a27e-1cf4a9853290","Sites de l'observatoire photographique du paysage - Observatoire Sélune","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-","-","-","-","Données ouvertes, paysage, programme de suivi, photographie, Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","paysage, programme de suivi, photographie","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","Données ouvertes","-","-","-","-","-","-","-","-"
"Nov 9, 2021 @ 22:46:42.000","{
  ""coordinates"": [
    -1.108673,
    48.5237975
  ],
  ""type"": ""Point""
}",all,"-","-","d1870778-4484-454a-8b11-1cf4cfa0e21c","Barrages hydroélectriques - Observatoire Sélune","Amandine Henon","Finalisé","Constructions et ouvrages",licenceUnrestricted,"Jeu de données","-","-","-","-","-","-","Environnement, Bâtiments, Hydrographie, Sources d'énergie","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Bâtiments, Hydrographie, Sources d'énergie","Bâtiments, Hydrographie, Sources d'énergie","-","-","-","-","-","-","-","-","-","-",Environnement,"-","-","-","-","-","-","-","-"
"Oct 21, 2021 @ 10:58:40.000","{
  ""coordinates"": [
    -1.5631135,
    48.498221
  ],
  ""type"": ""Point""
}","zaar, all, intranet","LETG-RENNES UMR 6554 CNRS Université de Rennes 2",shape,"7cb3fc77-1de0-401f-aaf8-e9c4612205a2","Occupation du sol (Pleine-Fougères, 2021) - Zone Atelier Armorique ZAAr","Test Workflow","Finalisé",Environnement,"Droit d’auteur / Droit moral (copyright)","Jeu de données","-","-","-","-","-","-","environnement, Ecologie et environnement, occupation des sols","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",environnement,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 21, 2021 @ 10:56:02.000","{
  ""coordinates"": [
    -1.5631135,
    48.498221
  ],
  ""type"": ""Point""
}","zaar, all, intranet","LETG-RENNES UMR 6554 CNRS Université de Rennes 2",shape,"c533b75a-a4db-49f2-bb4b-016388410ee9","Occupation du sol (Pleine-Fougères, 2020) - Zone Atelier Armorique ZAAr","Test Workflow","Finalisé",Environnement,"Droit d’auteur / Droit moral (copyright)","-","-","-","-","-","-","-","Ecologie et environnement, occupation des sols","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 21, 2021 @ 10:45:58.000","{
  ""coordinates"": [
    -1.5898295,
    48.486644
  ],
  ""type"": ""Point""
}","zaar, all, intranet","LETG-RENNES UMR 6554 CNRS Université de Rennes 2",shape,"61fea0ee-0cde-4340-b5d0-ecac26382412","Occupation du sol (Pleine-Fougères - 2017) - Zone Atelier Armorique ZAAr","Test Workflow","Finalisé",Environnement,"Droit d’auteur / Droit moral (copyright)","Jeu de données","-","-","-","-","-","-","Occupation des terres, Ecologie et environnement, occupation des sols","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Occupation des terres","Occupation des terres","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 21, 2021 @ 10:24:59.000","{
  ""coordinates"": [
    -1.5631135,
    48.498221
  ],
  ""type"": ""Point""
}","zaar, all, intranet","LETG-RENNES UMR 6554 CNRS Université de Rennes 2",shape,"16b10a26-d8dd-49fd-bb24-77dca3b0bbb7","Occupation du sol (Pleine-Fougères, 2018) - Zone Atelier Armorique ZAAr","Test Workflow","Finalisé",Environnement,"Droit d’auteur / Droit moral (copyright), Autres restrictions","Jeu de données","-","-","-","-","-","-","Occupation des terres, Ecologie et environnement, occupation des sols","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Occupation des terres","Occupation des terres","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 21, 2021 @ 10:21:18.000","{
  ""coordinates"": [
    -1.7506725,
    48.254782500000005
  ],
  ""type"": ""Point""
}","zaar, all, intranet","UMR 6553 ECOBIO, UMR 6553 ECOBIO",CSV,"24b0f953-7fb5-46e1-850c-75d4e519c9a8","Insecte aquatique, Ille-et-Vilaine, 2020-2021 - Zone Atelier Armorique ZAAr","Test Workflow","Finalisé","-","Autres restrictions","Jeu de données","-","-","-","Zone Atelier Armorique ZAAr","-","-","Insecte aquatique, Ephémère, Trichoptère, Plécoptère, Répartition des espèces, biosphère, insecte, milieu aquatique","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","biosphère, insecte, milieu aquatique","-","-","-","-","-","Répartition des espèces","-","-","-","-","-","-","-","Zone Atelier Armorique ZAAr","-","-","Insecte aquatique, Ephémère, Trichoptère, Plécoptère","-","-","-","-","-","-","-","-"
"Oct 18, 2021 @ 11:14:33.000","{
  ""coordinates"": [
    2.2094085,
    46.2112725
  ],
  ""type"": ""Point""
}",all,"UMR6554 LETG CNRS","ESRI Shapefile","af348b86-fa10-4b6d-8e44-1ceef8c30353","Chaire maritime - Quartiers maritimes métropolitain","Amandine Henon","Mise à jour continue","Sciences de la terre, géosciences","Autres restrictions","Jeu de données","-","-","-","France, Bretagne, Pays de la Loire, Hauts-de-France, Corse, Normandie, Nouvelle Aquitaine, Occitanie, Provence-Alpes-Côte d'Azur","-","-","transport de marchandises, transport de voyageurs, port, Caractéristiques géographiques océanographiques","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","transport de marchandises, transport de voyageurs, port","-","-","-","-","-","Caractéristiques géographiques océanographiques","-","-","-","-","-","-","-","-","-","-","-","-","régions, régions^Bretagne, régions^Corse, régions^Hauts-de-France, régions^Normandie, régions^Nouvelle Aquitaine, régions^Occitanie, régions^Pays de la Loire, régions^Provence-Alpes-Côte d'Azur","Bretagne, Pays de la Loire, Hauts-de-France, Corse, Normandie, Nouvelle Aquitaine, Occitanie, Provence-Alpes-Côte d'Azur","-","EEA32 (2006-2013), EEA32 (2006-2013)^France, EEA32 (from 2020), EEA32 (from 2020)^France, EEA33 (2013-2020), EEA33 (2013-2020)^France, EEA38 (from 2020), EEA38 (from 2020)^France, EEA39, EEA39^France, EU12, EU12^France, EU15, EU15^France, EU25, EU25^France, EU27 (2007-2013), EU27 (2007-2013)^France, EU27 (from 2020), EU27 (from 2020)^France, EU28 (2013-2020), EU28 (2013-2020)^France, Europe, Europe^France",France,"-","-"
"Oct 8, 2021 @ 14:17:48.000","{
  ""coordinates"": [
    -3.2782,
    48.05745
  ],
  ""type"": ""Point""
}",all,"UMR6554 LETG CNRS","ESRI Shapefile","aebe7124-c270-4a16-a3f4-23c504f45ced","Données Autres OSIRISC (interne)","Amandine Henon","Mise à jour continue","Sciences de la terre, géosciences","Autres restrictions","Jeu de données","-","-","-","France, Bretagne","-","-","évaluation du risque, Zones à risque naturel","-","-","-","-","-","-","-","-","-","-","-","-","-","-","catastrophes, accidents, risques, catastrophes, accidents, risques^sécurité, catastrophes, accidents, risques^sécurité^évaluation du risque, catastrophes, accidents, risques^évaluation du risque","évaluation du risque","-","-","-","-","-","Zones à risque naturel","-","-","-","-","-","-","-","-","-","-","-","-","régions, régions^Bretagne",Bretagne,"-","EEA32 (2006-2013), EEA32 (2006-2013)^France, EEA32 (from 2020), EEA32 (from 2020)^France, EEA33 (2013-2020), EEA33 (2013-2020)^France, EEA38 (from 2020), EEA38 (from 2020)^France, EEA39, EEA39^France, EU12, EU12^France, EU15, EU15^France, EU25, EU25^France, EU27 (2007-2013), EU27 (2007-2013)^France, EU27 (from 2020), EU27 (from 2020)^France, EU28 (2013-2020), EU28 (2013-2020)^France, Europe, Europe^France",France,"-","-"
"Oct 5, 2021 @ 16:00:06.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}","OHM_VR, all, intranet","UMR 5600 EVS - ENS de Lyon","TXT, CSV","4e936c13-7ded-4dd9-87f1-c7bedab73416","Corpus d'articles du Monde sur le fleuve Rhône (1945-2013)","Samuel Dunesme","-","Eaux intérieures, Hydrographie, Société",Restreint,"Jeu de données","-","-","-","Rhône, OHM VR, Vallée du Rhône","-","-","Le Monde, Discours, Presse","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Rhône, OHM VR","-","-","Le Monde, Discours, Presse","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 16:28:01.000","-",all,"-","-","c8b77f9a-95ca-4bea-9bfa-1860e5c108a4","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 16:27:53.000","-",all,"-","-","951576cf-b299-40c4-b250-4dd61a1d7c7c","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 16:27:45.000","-",all,"-","-","e9bee6ef-fd77-4f6f-afae-ecbc93e57708","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 16:27:38.000","-",all,"-","-","7a159d74-df94-47dd-bc55-05928508e348","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 16:27:30.000","-",all,"-","-","d99fa2ee-bee5-44c6-b9f4-ec743d386489","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 16:27:22.000","-",all,"-","-","3341989d-606d-4b7a-9295-486c634dcb7c","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 14:59:53.000","-",all,"-","-","8bb489a2-2f21-4afa-9be0-0ab4493b10c9","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 14:59:46.000","-",all,"-","-","a527a01a-754f-4f36-87b6-9016872d0356","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 14:59:39.000","-",all,"-","-","4f779454-80a9-4663-8108-bd83de01faaf","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 14:59:32.000","-",all,"-","-","2760412b-bed8-4238-9194-3b8bbab54416","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 14:24:47.000","-",all,"-","-","8d3621bb-f215-4a3a-ac05-4f4ec109f92e","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 14:24:40.000","-",all,"-","-","69588217-cedf-424c-a884-2e0df28e89f6","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 23, 2021 @ 14:24:33.000","-",all,"-","-","a65ab109-47ea-4659-a45c-c37426b9102f","-","Amandine Henon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 10, 2021 @ 18:19:03.000","{
  ""coordinates"": [
    -0.710515,
    47.433928
  ],
  ""type"": ""Point""
}","all, Dynafor","INRAE, ESA, USC GRAPPE","-","Super Data","DONNEES ANALYTIQUE CAMPAGNE 2045","Wilfried Heintz","-","-","-","Jeu de données","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 10, 2021 @ 18:00:03.000","{
  ""coordinates"": [
    -0.710515,
    47.433928
  ],
  ""type"": ""Point""
}","Dynafor, all","INRAE, ESA, USC GRAPPE","-","AVATEC-enquete-ACV-entretien du sol-AOC_","Inventaires du cycle de vie pour ACV échelle AOC sur entretien du sol Val de Loire projet Avatec","Wilfried Heintz","-","-","-",dataset,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 10, 2021 @ 17:54:59.000","{
  ""coordinates"": [
    -0.557727,
    47.474205999999995
  ],
  ""type"": ""Point""
}","all, Dynafor","-","-","Données_affenv_Juin21_","Etude de la perception de l'affichage environnemental du point de vue l'esthétisme de la compréhension et l'efficacité auprès de consommateurs","Wilfried Heintz","-","-","-","Jeu de données","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 10, 2021 @ 17:47:32.000","{
  ""coordinates"": [
    -0.575567,
    47.484306000000004
  ],
  ""type"": ""Point""
}","all, Dynafor","-","-","Données_O3VIN_Juin 2019","Donnée de Raman et Nirs de Vin Blanc 2019","Wilfried Heintz","-","-","-",dataset,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 10, 2021 @ 17:41:24.000","{
  ""coordinates"": [
    -0.5210775000000001,
    47.470625999999996
  ],
  ""type"": ""Point""
}","Dynafor, all","INRAE, ESA, USC GRAPPE","-","ITKv_ECO3VIC","Itinéraires techniques viticoles","Wilfried Heintz","-","-","-","Jeu de données","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 10, 2021 @ 17:31:36.000","{
  ""coordinates"": [
    5.4001269999999995,
    43.294706
  ],
  ""type"": ""Point""
}","Dynafor, all","INRAE, ESA, USC GRAPPE","-","PR_JINNOV","Données de caractérisation sensorielle de jus de pomme à cidre","Wilfried Heintz","-","-","-","Jeu de données","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 10, 2021 @ 16:49:02.000","{
  ""coordinates"": [
    5.4001269999999995,
    43.294706
  ],
  ""type"": ""Point""
}","Dynafor, all","INRAE, ESA, USC GRAPPE","-","Données_linnov_mars21","Performance sensorielle de jus de pommes traités par l'ivermectine et potentiel de réduction du risque covid","Wilfried Heintz","-","-","-","Jeu de données","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Sep 10, 2021 @ 13:37:22.000","{
  ""coordinates"": [
    -0.5336704999999999,
    47.461628000000005
  ],
  ""type"": ""Point""
}","Dynafor, all","INRAE, ESA, USC GRAPPE","-","Matrix_Hyp_IM-Table grape","Commercial table grapes analyzed by hyperspectral imaging and total phenolic content,total anthocyanin content and Total Soluble Solids","Wilfried Heintz","-","-","-",dataset,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
