createDate,location,"cl_topic.langfre","keywordType-.langfre","keywordType-discipline.langfre","keywordType-place.langfre","keywordType-stratum.langfre","keywordType-temporal.langfre","keywordType-theme.langfre","tag.langfre","th_AGROVOC.langfre","th_anaee-france_locations.langfre","th_anaeeThes.langfre","th_Autre.langfre","th_Biodiversite.langfre","th_ENVTHES.langfre","th_external-place-departements.langfre","th_external-place-ore.langfre","th_external-theme-gemet.langfre","th_gemet-en-fr-de-nl-it-es.langfre","th_gemet-fr-en-pt-es_4-1-4.langfre","th_gemet.langfre","th_GEMETinspirethemes-version1-0.langfre","th_geobretagne.langfre","th_Groupthemes.langfre","th_httpinspireeceuropaeuapplicationschema-applicationschema.langfre","th_httpinspireeceuropaeutheme-theme.langfre","th_inspire-service-taxonomy.langfre","th_INSPIRE.langfre","th_INSPIREMetadataRegulation12052008EC.langfre","th_INSPIREthemes.langfre","th_loterre-BHL.langfre","th_OPENDATA.langfre","th_otherKeywords-.langfre","th_otherKeywords-discipline.langfre","th_otherKeywords-place.langfre","th_otherKeywords-stratum.langfre","th_otherKeywords-temporal.langfre","th_otherKeywords-theme.langfre","th_prodige.langfre","th_RegionFR_2017.langfre","th_RegionFR.langfre","th_regions.langfre","th_reseaudeszonesateliers.langfre","th_rza.langfre","th_variableAnaEE.langfre","th_VariableAnaEE.langfre"
"Mar 8, 2024 @ 16:30:18.626","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mar 8, 2024 @ 15:53:25.056","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mar 8, 2024 @ 15:10:14.326","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mar 8, 2024 @ 14:13:15.365","{
  ""coordinates"": [
    4.7058,
    43.446650000000005
  ],
  ""type"": ""Point""
}","Carte de référence de la couverture terrestre","-","-","Delta du Rhône, Camargue, OHM VR, Delta du Rhône","-","-","Photographies aériennes, Ortho-imagerie","Delta du Rhône, Camargue, OHM VR, Photographies aériennes, Ortho-imagerie, Delta du Rhône","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Ortho-imagerie","-","-","-","-","-","-","-","-","Delta du Rhône, Camargue, OHM VR","-","-","Photographies aériennes","-","-","-","-","-","-","-","-"
"Mar 8, 2024 @ 13:36:41.850","{
  ""coordinates"": [
    5.7333275,
    45.082249000000004
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie, Environnement","-","-","Rhône, OSR, Annexes fluviatiles, OHM VR, Rhône de Genève à Arles","-","-","Carotte, Archive sédimentaire, Sédimentation, Pollution, Sols, Hydrographie","Rhône, OSR, Annexes fluviatiles, OHM VR, Carotte, Archive sédimentaire, Sédimentation, Pollution, Sols, Hydrographie, Rhône de Genève à Arles","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sols, Hydrographie","-","-","-","-","-","-","-","-","Rhône, OSR, Annexes fluviatiles, OHM VR","-","-","Carotte, Archive sédimentaire, Sédimentation, Pollution","-","-","-","-","-","-","-","-"
"Mar 5, 2024 @ 18:16:12.052","{
  ""coordinates"": [
    4.6971,
    45.563
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Gier, Annexes fluviatiles, Etang de la Bricotte","-","-","Carotte, Archive sédimentaire, Sédimentation, Pollution, OHM VR, Hydrographie","Gier, Annexes fluviatiles, Carotte, Archive sédimentaire, Sédimentation, Pollution, OHM VR, Hydrographie, Etang de la Bricotte","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Hydrographie,"-","-","-","-","-","-","-","-","Gier, Annexes fluviatiles","-","-","Carotte, Archive sédimentaire, Sédimentation, Pollution, OHM VR","-","-","-","-","-","-","-","-"
"Mar 5, 2024 @ 17:59:16.015","{
  ""coordinates"": [
    4.5756,
    45.48245
  ],
  ""type"": ""Point""
}","Constructions et ouvrages, Economie","-","-","Gier, Vallée du Gier","-","-","Base de données, Sites métallurgiques, Pollution, OHM VR, Lieux de production et sites industriels","Gier, Base de données, Sites métallurgiques, Pollution, OHM VR, Lieux de production et sites industriels, Vallée du Gier","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Lieux de production et sites industriels","-","-","-","-","-","-","-","-",Gier,"-","-","Base de données, Sites métallurgiques, Pollution, OHM VR","-","-","-","-","-","-","-","-"
"Mar 1, 2024 @ 16:31:54.505","{
  ""coordinates"": [
    -3.675,
    45.2
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mar 1, 2024 @ 16:15:22.299","{
  ""coordinates"": [
    -3.675,
    45.225
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mar 1, 2024 @ 15:47:18.804","-","Biologie, faune et flore","sexe, hétérothermie, saisonnalité, restriction calorique, Microcebus murinus","-","-","-","-","fauna, Répartition des espèces, fauna","sexe, hétérothermie, saisonnalité, restriction calorique, Microcebus murinus, fauna, Répartition des espèces, fauna","-","-","-","-",fauna,"-","-","-","-",fauna,"-","-","-","-","-","-","Répartition des espèces","-","-","-","-","-","-","sexe, hétérothermie, saisonnalité, restriction calorique, Microcebus murinus","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Mar 1, 2024 @ 15:30:13.965","{
  ""coordinates"": [
    8.969999999999999,
    42.620000000000005
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 15, 2024 @ 00:00:00.000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 14, 2024 @ 10:48:18.000","{
  ""coordinates"": [
    -3.3174035,
    48.057877500000004
  ],
  ""type"": ""Point""
}",Environnement,"Algues vertes","-","-","-","-","risques et sécurité : risques sanitaires, Santé et sécurité des personnes","Algues vertes, risques et sécurité : risques sanitaires, Santé et sécurité des personnes","-","-","-","-","-","-","-","-","-","-","-","-","-","risques et sécurité : risques sanitaires","-","-","Santé et sécurité des personnes","-","-","-","-","-","-","Algues vertes","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 13, 2024 @ 00:00:00.000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Feb 5, 2024 @ 11:58:07.000","{
  ""coordinates"": [
    -4.85125,
    48.3515
  ],
  ""type"": ""Point""
}","Sciences de la terre, géosciences","-","-","France, Bretagne","-","-","photographie aérienne, Ortho-imagerie","France, photographie aérienne, Ortho-imagerie, Bretagne","-","-","-","-","-","-","-","-","-","-","-","photographie aérienne","-","-","-","-","Ortho-imagerie","-","-","-","-","-","-","-","-","-","-","-","-","-",Bretagne,"-",France,"-","-","-","-"
"Feb 5, 2024 @ 11:19:15.000","{
  ""coordinates"": [
    -4.858024,
    48.345631999999995
  ],
  ""type"": ""Point""
}","Sciences de la terre, géosciences","-","-","France, Bretagne","-","-","site archéologique, archéologie, Habitats et biotopes","France, site archéologique, archéologie, Habitats et biotopes, Bretagne","-","-","-","-","-","-","-","-","-","-","-","site archéologique, archéologie","-","-","-","-","Habitats et biotopes","-","-","-","-","-","-","-","-","-","-","-","-","-",Bretagne,"-",France,"-","-","-","-"
"Jan 22, 2024 @ 17:41:41.000","{
  ""coordinates"": [
    -1.112875,
    48.527218000000005
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","Données ouvertes, Sélune","Données ouvertes, Sélune","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Données ouvertes, Sélune","-","-","-","-","-","-","-","-"
"Jan 22, 2024 @ 17:39:41.000","{
  ""coordinates"": [
    2.422485,
    46.5023775
  ],
  ""type"": ""Point""
}","-","EDR, API","-","-","-","-","météorologie, infoSensorDescriptionService, Caractéristiques géographiques météorologiques, Systèmes de maillage géographique","EDR, API, météorologie, infoSensorDescriptionService, Caractéristiques géographiques météorologiques, Systèmes de maillage géographique","-","-","-","-","-","-","-","-","-","-","-","météorologie","-","-","-","-","Caractéristiques géographiques météorologiques, Systèmes de maillage géographique",infoSensorDescriptionService,"-","-","-","-","-","EDR, API","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Dec 15, 2023 @ 16:12:21.428","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Rhône, OSR, OHM VR, RhônEco, Cours du Rhône français","-","-","Photographies aériennes, Ortho-imagerie","Rhône, OSR, OHM VR, RhônEco, Photographies aériennes, Ortho-imagerie, Cours du Rhône français","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Ortho-imagerie","-","-","-","-","-","-","-","-","Rhône, OSR, OHM VR, RhônEco","-","-","Photographies aériennes","-","-","-","-","-","-","-","-"
"Dec 15, 2023 @ 14:13:39.281","{
  ""coordinates"": [
    5.5590665,
    44.731353999999996
  ],
  ""type"": ""Point""
}","Carte de référence de la couverture terrestre","-","-","Rhône, Bassin versant du Rhône français","-","-","Archive cartographique, OSR, OHM VR, Occupation des terres","Rhône, Archive cartographique, OSR, OHM VR, Occupation des terres, Bassin versant du Rhône français","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Occupation des terres","-","-","-","-","-","-","-","-","Rhône","-","-","Archive cartographique, OSR, OHM VR","-","-","-","-","-","-","-","-"
"Dec 15, 2023 @ 13:01:55.412","{
  ""coordinates"": [
    4.8646705,
    45.102659
  ],
  ""type"": ""Point""
}","Altimétrie","-","-","Rhône, Le Rhône de Lyon à Montélimar","-","-","Bathymétrie, OSR, Archive cartographique, OHM VR, Hydrographie","Rhône, Bathymétrie, OSR, Archive cartographique, OHM VR, Hydrographie, Le Rhône de Lyon à Montélimar","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",Hydrographie,"-","-","-","-","-","-","-","-","Rhône","-","-","Bathymétrie, OSR, Archive cartographique, OHM VR","-","-","-","-","-","-","-","-"
"Dec 15, 2023 @ 12:55:59.473","{
  ""coordinates"": [
    5.137919999999999,
    44.731355
  ],
  ""type"": ""Point""
}","Société, Environnement","-","-","Rhône, Cours du Rhône français","-","-","Socio-écologie, Publications, Multidisciplinarité, OHM VR","Rhône, Socio-écologie, Publications, Multidisciplinarité, OHM VR, Cours du Rhône français","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Rhône","-","-","Socio-écologie, Publications, Multidisciplinarité, OHM VR","-","-","-","-","-","-","-","-"
"Dec 15, 2023 @ 12:52:29.845","{
  ""coordinates"": [
    4.933982,
    45.797143500000004
  ],
  ""type"": ""Point""
}","Carte de référence de la couverture terrestre","-","-","Rhône, Saône, Rhône et Saône à Lyon","-","-","OHM VR, Archive cartographique, Occupation des terres","Rhône, Saône, OHM VR, Archive cartographique, Occupation des terres, Rhône et Saône à Lyon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Occupation des terres","-","-","-","-","-","-","-","-","Rhône, Saône","-","-","OHM VR, Archive cartographique","-","-","-","-","-","-","-","-"
"Dec 15, 2023 @ 12:39:22.228","{
  ""coordinates"": [
    5.7654825,
    45.768651500000004
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Rhône, OHM VR, OSR, Belley, Brégnier-Cordon","-","-","Archive cartographique, Occupation des terres","Rhône, OHM VR, OSR, Archive cartographique, Occupation des terres, Belley, Brégnier-Cordon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Occupation des terres","-","-","-","-","-","-","-","-","Rhône, OHM VR, OSR","-","-","Archive cartographique","-","-","-","-","-","-","-","-"
"Dec 15, 2023 @ 11:45:49.637","{
  ""coordinates"": [
    4.75,
    44.068
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie","-","-","Rhône, OHM VR, OSR, Rhône de Donzère à Arles","-","-","Archive cartographique, Occupation des terres","Rhône, OHM VR, OSR, Archive cartographique, Occupation des terres, Rhône de Donzère à Arles","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Occupation des terres","-","-","-","-","-","-","-","-","Rhône, OHM VR, OSR","-","-","Archive cartographique","-","-","-","-","-","-","-","-"
"Dec 15, 2023 @ 11:44:37.607","{
  ""coordinates"": [
    4.65,
    44.334
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie, Carte de référence de la couverture terrestre","-","-","OHM VR, Rhône, Archive cartographique, Bourg-Saint-Andéol à la mer","-","-","Occupation des terres","OHM VR, Rhône, Archive cartographique, Occupation des terres, Bourg-Saint-Andéol à la mer","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Occupation des terres","-","-","-","-","-","-","-","-","OHM VR, Rhône, Archive cartographique","-","-","-","-","-","-","-","-","-","-","-"
"Dec 15, 2023 @ 11:02:28.522","{
  ""coordinates"": [
    5.8921375000000005,
    45.830296000000004
  ],
  ""type"": ""Point""
}","Carte de référence de la couverture terrestre","-","-","Rhône, OHM VR, Archive cartographique, Haut-Rhône","-","-","Occupation des terres","Rhône, OHM VR, Archive cartographique, Occupation des terres, Haut-Rhône","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Occupation des terres","-","-","-","-","-","-","-","-","Rhône, OHM VR, Archive cartographique","-","-","-","-","-","-","-","-","-","-","-"
"Dec 12, 2023 @ 14:12:56.000","{
  ""coordinates"": [
    -1.6546020000000001,
    48.1355585
  ],
  ""type"": ""Point""
}","Sciences de la terre, géosciences, Environnement, Climatologie, météorologie, atmosphère","-","-","Zone Atelier Armorique ZAAr, Climatologie urbaine, Îlots de chaleur urbains, Microclimat","-","-","Installations de suivi environnemental, Habitats et biotopes, Conditions atmosphériques, Caractéristiques géographiques météorologiques, donnée environnementale, données géoréférencées, écologie scientifique, écologie urbaine","Zone Atelier Armorique ZAAr, Climatologie urbaine, Îlots de chaleur urbains, Microclimat, Installations de suivi environnemental, Habitats et biotopes, Conditions atmosphériques, Caractéristiques géographiques météorologiques, donnée environnementale, données géoréférencées, écologie scientifique, écologie urbaine","-","-","-","-","-","-","-","-","-","-","-","donnée environnementale, données géoréférencées, écologie scientifique, écologie urbaine","-","-","-","-","Installations de suivi environnemental, Habitats et biotopes, Conditions atmosphériques, Caractéristiques géographiques météorologiques","-","-","-","-","-","-","-","-","Zone Atelier Armorique ZAAr, Climatologie urbaine, Îlots de chaleur urbains, Microclimat","-","-","-","-","-","-","-","-","-","-","-"
"Dec 12, 2023 @ 10:32:55.669","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Dec 11, 2023 @ 18:31:32.000","{
  ""coordinates"": [
    -2.9012974999999996,
    48.077053
  ],
  ""type"": ""Point""
}","-","Sensorthings, API","-","-","-","-","météorologie, infoSensorDescriptionService, Systèmes de maillage géographique, Caractéristiques géographiques météorologiques","Sensorthings, API, météorologie, infoSensorDescriptionService, Systèmes de maillage géographique, Caractéristiques géographiques météorologiques","-","-","-","-","-","-","-","-","-","-","-","météorologie","-","-","-","-","Systèmes de maillage géographique, Caractéristiques géographiques météorologiques",infoSensorDescriptionService,"-","-","-","-","-","Sensorthings, API","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Dec 11, 2023 @ 18:28:57.000","{
  ""coordinates"": [
    -2.9012974999999996,
    48.077053
  ],
  ""type"": ""Point""
}","Sciences de la terre, géosciences, Environnement","données ouvertes","-",France,"-","-","Installations de suivi environnemental","données ouvertes, Installations de suivi environnemental, France","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","données ouvertes","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Dec 7, 2023 @ 09:52:50.837","{
  ""coordinates"": [
    1.32,
    47.575
  ],
  ""type"": ""Point""
}","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Dec 1, 2023 @ 15:17:24.000","{
  ""coordinates"": [
    -1.639319,
    48.117853
  ],
  ""type"": ""Point""
}","Environnement, Biologie, faune et flore","-","ECOBIO UMR 6553 CNRS Université de Rennes, Séquences génétiques","-","-","-","Répartition des espèces, Installations de suivi environnemental, Habitats et biotopes, donnée environnementale, écologie scientifique","ECOBIO UMR 6553 CNRS Université de Rennes, Séquences génétiques, Répartition des espèces, Installations de suivi environnemental, Habitats et biotopes, donnée environnementale, écologie scientifique","-","-","-","-","-","-","-","-","-","-","-","donnée environnementale, écologie scientifique","-","-","-","-","Répartition des espèces, Installations de suivi environnemental, Habitats et biotopes","-","-","-","-","-","-","-","ECOBIO UMR 6553 CNRS Université de Rennes, Séquences génétiques","-","-","-","-","-","-","-","-","-","-","-","-"
"Dec 1, 2023 @ 08:49:58.000","{
  ""coordinates"": [
    -61.405899,
    16.1732555
  ],
  ""type"": ""Point""
}","Sciences de la terre, géosciences, Océans, Environnement","-","-","Caribbean Sea, France, Guadeloupe","-","-","OHM Littoral Caraïbe, espace naturel, cétacé, mammifère marin, zone marine protégée, Caraïbes (les), Sites protégés, Répartition des espèces","OHM Littoral Caraïbe, Caribbean Sea, France, espace naturel, cétacé, mammifère marin, zone marine protégée, Caraïbes (les), Sites protégés, Répartition des espèces, Guadeloupe","-","-","-","-","-","-","-","-","-","-","-","espace naturel, cétacé, mammifère marin, zone marine protégée, Caraïbes (les)","-","-","-","-","Sites protégés, Répartition des espèces","-","-","-","-","-","-","-","-","-","-","-","OHM Littoral Caraïbe","-",Guadeloupe,"-","Caribbean Sea, France","-","-","-","-"
"Nov 29, 2023 @ 09:53:16.647","{
  ""coordinates"": [
    4.679674,
    44.320082
  ],
  ""type"": ""Point""
}","Eaux intérieures, Hydrographie, Société","-","Entretiens, Sociologie, Anthropologie","OHM VR, Rhône, Donzère-Mondragon","-","-","Appropriation, Représentations sociales","Entretiens, Sociologie, Anthropologie, OHM VR, Rhône, Appropriation, Représentations sociales, Donzère-Mondragon","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Entretiens, Sociologie, Anthropologie","OHM VR, Rhône","-","-","Appropriation, Représentations sociales","-","-","-","-","-","-","-","-"
"Nov 29, 2023 @ 09:52:56.048","{
  ""coordinates"": [
    5.137499999999999,
    44.730999999999995
  ],
  ""type"": ""Point""
}","Société, Eaux intérieures, Hydrographie","-","-","Rhône, OSR, OHM VR, Cours du Rhône français","-","-","Frise chrono-systémique, Evènements marquants, Tendances d'évolution","Rhône, OSR, OHM VR, Frise chrono-systémique, Evènements marquants, Tendances d'évolution, Cours du Rhône français","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Rhône, OSR, OHM VR","-","-","Frise chrono-systémique, Evènements marquants, Tendances d'évolution","-","-","-","-","-","-","-","-"
